,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
157,0.0,Mon Jun 11 00:44:36 +0000 2018,0.0,1.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,58,@CBS
158,0.25,Mon Jun 11 00:35:41 +0000 2018,0.0,0.92,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",59,@CBS
159,0.4588,Mon Jun 11 00:34:45 +0000 2018,0.0,0.833,0.167,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,60,@CBS
160,0.0,Mon Jun 11 00:31:28 +0000 2018,0.0,1.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",61,@CBS
161,0.3612,Mon Jun 11 00:27:42 +0000 2018,0.0,0.737,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,62,@CBS
162,0.8908,Mon Jun 11 00:27:00 +0000 2018,0.0,0.43,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,63,@CBS
163,0.0,Mon Jun 11 00:24:31 +0000 2018,0.0,1.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,64,@CBS
164,0.0,Mon Jun 11 00:22:15 +0000 2018,0.0,1.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,65,@CBS
165,0.6369,Mon Jun 11 00:22:15 +0000 2018,0.0,0.588,0.412,RT @misschae: I love theatre so much. #TonyAwards,66,@CBS
166,0.0,Mon Jun 11 00:18:16 +0000 2018,0.0,1.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,67,@CBS
167,0.6369,Mon Jun 11 00:13:27 +0000 2018,0.0,0.756,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",68,@CBS
168,0.8834,Mon Jun 11 00:12:31 +0000 2018,0.0,0.437,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,69,@CBS
169,0.6696,Mon Jun 11 00:06:39 +0000 2018,0.0,0.64,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",70,@CBS
170,0.0,Mon Jun 11 00:04:15 +0000 2018,0.0,1.0,0.0,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,71,@CBS
171,0.0,Sun Jun 10 23:59:00 +0000 2018,0.0,1.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,72,@CBS
172,0.0,Sun Jun 10 23:18:15 +0000 2018,0.0,1.0,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,73,@CBS
173,0.0,Sun Jun 10 22:01:25 +0000 2018,0.0,1.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",74,@CBS
174,0.4184,Sun Jun 10 15:00:01 +0000 2018,0.0,0.843,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,75,@CBS
175,0.5093,Sat Jun 09 21:00:02 +0000 2018,0.0,0.845,0.155,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,76,@CBS
176,0.0,Sat Jun 09 16:00:00 +0000 2018,0.0,1.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,77,@CBS
177,0.296,Fri Jun 08 19:46:17 +0000 2018,0.0,0.82,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,78,@CBS
178,0.0,Fri Jun 08 15:00:03 +0000 2018,0.0,1.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,79,@CBS
179,0.9078,Fri Jun 08 13:58:15 +0000 2018,0.0,0.564,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",80,@CBS
180,0.3612,Thu Jun 07 17:03:26 +0000 2018,0.0,0.872,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",81,@CBS
181,0.2732,Wed Jun 06 21:00:24 +0000 2018,0.105,0.719,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,82,@CBS
182,0.3595,Wed Jun 06 00:08:30 +0000 2018,0.0,0.872,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",83,@CBS
183,-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.177,0.723,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",84,@CBS
184,0.4574,Tue Jun 05 22:12:28 +0000 2018,0.0,0.824,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,85,@CBS
185,0.5093,Tue Jun 05 19:00:02 +0000 2018,0.0,0.845,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,86,@CBS
186,0.0,Tue Jun 05 15:04:41 +0000 2018,0.0,1.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",87,@CBS
187,0.0,Mon Jun 04 17:00:00 +0000 2018,0.0,1.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",88,@CBS
188,-0.3903,Fri Jun 01 17:39:17 +0000 2018,0.131,0.807,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",89,@CBS
189,0.8442,Fri Jun 01 17:00:03 +0000 2018,0.0,0.664,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,90,@CBS
190,0.8932,Thu May 31 23:50:00 +0000 2018,0.0,0.545,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",91,@CBS
191,0.4926,Wed May 30 15:07:34 +0000 2018,0.0,0.849,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",92,@CBS
192,0.0,Mon May 28 21:00:01 +0000 2018,0.0,1.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",93,@CBS
193,0.0,Mon May 28 02:08:19 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,94,@CBS
194,0.6239,Wed May 23 23:07:38 +0000 2018,0.0,0.789,0.211,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,95,@CBS
195,0.5859,Wed May 23 19:02:43 +0000 2018,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",96,@CBS
196,0.1139,Tue May 22 23:19:40 +0000 2018,0.0,0.917,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,97,@CBS
197,0.0,Tue May 22 20:02:22 +0000 2018,0.0,1.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",98,@CBS
198,0.0,Mon May 21 23:00:01 +0000 2018,0.0,1.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,99,@CBS
199,0.3382,Sun May 20 20:00:00 +0000 2018,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,100,@CBS
200,0.5574,Wed Jun 27 22:28:00 +0000 2018,0.0,0.859,0.141,"The Supreme Court “should be made up of people who can base their decisions on the law, the facts, precedent, and u… https://t.co/GU0B9jSyAn",1,@CNN
201,0.0,Wed Jun 27 22:21:47 +0000 2018,0.0,1.0,0.0,"Marrying a Syrian means breaking up with America, writes Anna Lekas Miller for @CNNOpinion https://t.co/I59xCsE5pp https://t.co/1PEt45Z5yg",2,@CNN
202,-0.296,Wed Jun 27 22:12:55 +0000 2018,0.115,0.885,0.0,"Secretary of State Mike Pompeo tells US lawmakers that North Korea remains a nuclear threat, but defends President… https://t.co/SEujGpN7RL",3,@CNN
203,0.0,Wed Jun 27 22:02:00 +0000 2018,0.0,1.0,0.0,"""Every time I'm talking with my mom, and she gives the phone to my baby brother, he doesn't know who I am.""

After… https://t.co/7L2mOZu40d",4,@CNN
204,-0.4767,Wed Jun 27 21:55:04 +0000 2018,0.171,0.829,0.0,"Broward County, where the Parkland attack happened, votes to put armed personnel in every school… https://t.co/tkE3SSn5MK",5,@CNN
205,0.3612,Wed Jun 27 21:48:08 +0000 2018,0.0,0.815,0.185,"President Trump: When considering tariffs, think like a Harley-Davidson rider https://t.co/YytoocOaPb (via… https://t.co/NVgkt4rF0l",6,@CNN
206,0.0,Wed Jun 27 21:41:06 +0000 2018,0.0,1.0,0.0,"November is going to be a referendum on Trump, writes Errol Louis for @CNNOpinion https://t.co/xaQHAlTLG4 https://t.co/lAfobHCpZe",7,@CNN
207,0.5106,Wed Jun 27 21:34:07 +0000 2018,0.0,0.829,0.171,Migrant rescue ship Lifeline to dock in Malta after being stranded for 5 days in the Mediterranean… https://t.co/I42dGGKx3t,8,@CNN
208,0.0516,Wed Jun 27 21:27:04 +0000 2018,0.142,0.708,0.151,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/48G98T9vMe https://t.co/1y9RX8QOTG",9,@CNN
209,0.0,Wed Jun 27 21:20:06 +0000 2018,0.0,1.0,0.0,"Meet Alexandria Ocasio-Cortez, the 28-year-old Latina and Democratic socialist who is now a new face for the Democr… https://t.co/EnfaxwgKvZ",10,@CNN
210,0.0,Wed Jun 27 21:13:03 +0000 2018,0.0,1.0,0.0,Here's everything you need to know about tonight's Strawberry Moon https://t.co/X51oi9eWCg https://t.co/HwR8rcSMEm,11,@CNN
211,0.4939,Wed Jun 27 21:06:07 +0000 2018,0.0,0.802,0.198,A man who couldn't swim sacrifices his life to save a boy from drowning https://t.co/WZcEuIuPkZ https://t.co/cFfikmBGY4,12,@CNN
212,0.0,Wed Jun 27 20:59:08 +0000 2018,0.0,1.0,0.0,Why I'm burying a beer can in the backyard https://t.co/QaDmBv89Dg (via @CNNOpinion) https://t.co/QjtqRjVc45,13,@CNN
213,0.0,Wed Jun 27 20:52:05 +0000 2018,0.0,1.0,0.0,Could life exist on Saturn's moon Enceladus? https://t.co/zOZbFyHXy5 https://t.co/tjHGMOnDQB,14,@CNN
214,-0.8074,Wed Jun 27 20:45:05 +0000 2018,0.399,0.601,0.0,Texas steel pipe manufacturer becomes casualty of President Trump's trade war https://t.co/GOaXARleoc https://t.co/WKs6n7eZFV,15,@CNN
215,0.5574,Wed Jun 27 20:38:11 +0000 2018,0.0,0.825,0.175,Senate Judiciary Chairman Chuck Grassley dismisses calls by Democrats to punt on a Supreme Court nominee until afte… https://t.co/2B6PN5vYOD,16,@CNN
216,0.6908,Wed Jun 27 20:26:00 +0000 2018,0.0,0.659,0.341,"Democratic congressional candidate Alexandria Ocasio-Cortez endorses New York gubernatorial hopeful Cynthia Nixon,… https://t.co/CflSvxUXkE",17,@CNN
217,0.0,Wed Jun 27 20:19:05 +0000 2018,0.0,1.0,0.0,Democratic Sen. Dianne Feinstein urges Congress to wait until after the midterm elections to select a replacement f… https://t.co/Wgnd7tE6op,18,@CNN
218,0.6597,Wed Jun 27 20:12:04 +0000 2018,0.0,0.69,0.31,Justice Anthony Kennedy's retirement just confirmed every Republican's dream scenario for President Trump… https://t.co/Hyc8OoSgai,19,@CNN
219,0.5267,Wed Jun 27 20:05:08 +0000 2018,0.0,0.841,0.159,Senate Majority Leader Mitch McConnell says his chamber will work to replace Justice Anthony Kennedy before the mid… https://t.co/hTIcbbfWmh,20,@CNN
220,0.7906,Wed Jun 27 19:56:04 +0000 2018,0.0,0.611,0.389,These are potential Supreme Court nominees that could replace Justice Kennedy https://t.co/6zYySjh2dJ https://t.co/0en7ks7H7U,21,@CNN
221,-0.2924,Wed Jun 27 19:49:06 +0000 2018,0.103,0.897,0.0,"""They are conservative ideologues, not mainstream jurists. We cannot and will not accept them to serve on the highe… https://t.co/1MbxoP3I2A",22,@CNN
222,-0.4449,Wed Jun 27 19:42:00 +0000 2018,0.133,0.867,0.0,"""Our Republican colleagues in the Senate should follow the rule they set in 2016 — not to consider a Supreme Court… https://t.co/hLVPGqvI4b",23,@CNN
223,0.5267,Wed Jun 27 19:35:06 +0000 2018,0.0,0.746,0.254,Read Justice Anthony Kennedy's retirement letter to President Trump https://t.co/ayuwi97MR2 https://t.co/xlWFrpWZaB,24,@CNN
224,0.5859,Wed Jun 27 19:28:41 +0000 2018,0.0,0.758,0.242,"Republican Sen. Chuck Grassley hails Justice Kennedy's service, saying he is a ""staunch defender of First Amendment… https://t.co/X1AXlSA5i8",25,@CNN
225,0.0258,Wed Jun 27 19:21:09 +0000 2018,0.134,0.729,0.138,Democratic Sen. Dick Durbin has called on the Senate to wait to consider Trump's nominee to replace Justice Kennedy… https://t.co/MCnrcADQS6,26,@CNN
226,0.4404,Wed Jun 27 19:14:06 +0000 2018,0.0,0.861,0.139,"""Now we’ll have to find a worthy successor."" Republican Sen. Lindsey Graham says President Trump has a lot of ""good… https://t.co/h6wPu3lo2G",27,@CNN
227,0.5267,Wed Jun 27 19:07:00 +0000 2018,0.0,0.861,0.139,President Trump says he has a list of 25 people that will be considered to replace Justice Anthony Kennedy on the S… https://t.co/pzUY6F4e9W,28,@CNN
228,0.9022,Wed Jun 27 19:00:01 +0000 2018,0.0,0.605,0.395,"""He’s been a great justice of the Supreme Court."" President Trump took a few moments to address the retirement of S… https://t.co/222pifAMgX",29,@CNN
229,0.6486,Wed Jun 27 18:53:00 +0000 2018,0.0,0.762,0.238,"""We will vote to confirm Justice Kennedy's successor this fall,"" says Majority Leader Sen. Mitch McConnell after Ju… https://t.co/jjzm56eBil",30,@CNN
230,0.8316,Wed Jun 27 18:47:08 +0000 2018,0.0,0.63,0.37,"President Trump will push for the swift confirmation of a Supreme Court justice ""before the midterm elections,"" a s… https://t.co/GoJKdqOTN5",31,@CNN
231,0.7906,Wed Jun 27 18:40:05 +0000 2018,0.0,0.611,0.389,Here's a brief timeline of Justice Anthony Kennedy's key Supreme Court decisions https://t.co/0k0RUeFosd https://t.co/282cDaGB6d,32,@CNN
232,0.1027,Wed Jun 27 18:29:30 +0000 2018,0.0,0.924,0.076,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/XJLb6zE2NH,33,@CNN
233,0.7506,Wed Jun 27 18:20:00 +0000 2018,0.0,0.714,0.286,Anthony Kennedy's decision to step down from the Supreme Court gives President Trump a second opportunity to nomina… https://t.co/UqUIT7CLb7,34,@CNN
234,-0.5994,Wed Jun 27 18:15:49 +0000 2018,0.214,0.786,0.0,House Democrats are in shock as they assess what Joe Crowley's loss to a 28-year-old political newcomer means for l… https://t.co/B3auAMM2Bl,35,@CNN
235,0.5267,Wed Jun 27 18:05:00 +0000 2018,0.0,0.815,0.185,"BREAKING: Justice Anthony Kennedy, a conservative who provided key votes for same sex-marriage, abortion access and… https://t.co/p9Jn6p6BL2",36,@CNN
236,-0.5719,Wed Jun 27 17:58:44 +0000 2018,0.239,0.761,0.0,"JUST IN: House overwhelmingly rejects Republican immigration bill, despite last-minute push by President Trump to s… https://t.co/6lHY4YY0Yp",37,@CNN
237,0.0,Wed Jun 27 17:48:12 +0000 2018,0.0,1.0,0.0,This Colorado Democrat could become first openly gay man elected governor in US https://t.co/hgiOXjsOUB https://t.co/H6aSP5gMYo,38,@CNN
238,0.0,Wed Jun 27 17:38:05 +0000 2018,0.0,1.0,0.0,"Here's what we've learned about 'Oumuamua, the cigar-shaped interstellar visitor that was spotted in October tumbli… https://t.co/MgMOwK1wWc",39,@CNN
239,-0.7906,Wed Jun 27 17:23:43 +0000 2018,0.292,0.708,0.0,"A funeral was held for Junior Guzman-Feliz, a 15-year-old killed in a gang stabbing in New York last week that has… https://t.co/HADmIUGcnh",40,@CNN
240,-0.1531,Wed Jun 27 17:09:19 +0000 2018,0.096,0.904,0.0,What does America's falling birth rate mean for the economy? Just look at Arizona https://t.co/Oy7GT3RhoB https://t.co/xE4NFTGRLL,41,@CNN
241,0.0,Wed Jun 27 16:54:10 +0000 2018,0.0,1.0,0.0,"In a six-day span, only six children were reunited with their families after being separated at the US border. More… https://t.co/zEFZtN4Gg4",42,@CNN
242,0.2023,Wed Jun 27 16:41:01 +0000 2018,0.115,0.729,0.156,"A federal grand jury indicted the suspect behind last summer's deadly vehicle incident in Charlottesville, Virginia… https://t.co/B9BJhAMrU3",43,@CNN
243,-0.4767,Wed Jun 27 16:29:53 +0000 2018,0.163,0.769,0.068,"BREAKING: Joe Jackson, the patriarch who launched the Jackson family dynasty, has died, a source close to the famil… https://t.co/WefGb7Q7gb",44,@CNN
244,0.5574,Wed Jun 27 16:23:30 +0000 2018,0.0,0.816,0.184,"President Trump is speaking at a White House event after the Supreme Court's union ruling 

Watch live: https://t.co/T3E0vuOqsj",45,@CNN
245,-0.7003,Wed Jun 27 16:14:31 +0000 2018,0.254,0.746,0.0,Changes to a 16th-century polychrome statue of San Jorge (St George) provoked anger among some art experts and inev… https://t.co/gj2iwiHKxA,46,@CNN
246,0.0,Wed Jun 27 16:00:24 +0000 2018,0.0,1.0,0.0,"A 6-year-old's lemonade stand helped raise $13,000 for separated migrant families https://t.co/UjkonfhV3X https://t.co/gV1W52XK3y",47,@CNN
247,0.5859,Wed Jun 27 15:47:55 +0000 2018,0.0,0.808,0.192,"Senate Majority Leader Mitch McConnell says the win by Alexandria Ocasio-Cortez, a 28-year-old running her first ca… https://t.co/OZDGwAhTJe",48,@CNN
248,-0.4404,Wed Jun 27 15:36:21 +0000 2018,0.153,0.847,0.0,"A judge denied rapper Meek Mill's petition for a new trial, despite the district attorney's office recommending tha… https://t.co/BFQhWcfekN",49,@CNN
249,0.0,Wed Jun 27 15:24:45 +0000 2018,0.0,1.0,0.0,"The Smithsonian has unveiled a design for the National Native American Veterans Memorial, which will be placed on t… https://t.co/dCwD3oAtJ7",50,@CNN
250,0.0258,Wed Jun 27 15:14:06 +0000 2018,0.166,0.663,0.171,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/OsmYnonbis,51,@CNN
251,0.25,Wed Jun 27 15:02:32 +0000 2018,0.159,0.625,0.216,Former government contractor Reality Winner pleads guilty to leaking classified material https://t.co/xPDaOkB47K https://t.co/V4FIWATsB2,52,@CNN
252,-0.5106,Wed Jun 27 14:55:00 +0000 2018,0.157,0.786,0.057,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/0JsvHEAZXn",53,@CNN
253,0.0,Wed Jun 27 14:50:11 +0000 2018,0.0,1.0,0.0,White House press secretary Sarah Sanders is expected to receive Secret Service protection https://t.co/J9L7pDzbIs https://t.co/kF76b1GP2b,54,@CNN
254,-0.296,Wed Jun 27 14:38:04 +0000 2018,0.151,0.849,0.0,The Virginia restaurant owner who asked White House press secretary Sarah Sanders to leave has resigned from the to… https://t.co/LlHIYmjiGB,55,@CNN
255,0.5859,Wed Jun 27 14:26:52 +0000 2018,0.0,0.798,0.202,Alexandria Ocasio-Cortez's win will likely make her the youngest person in Congress in 2019 https://t.co/pMUjLQSfR6 https://t.co/zMoh38VPDb,56,@CNN
256,0.4404,Wed Jun 27 14:14:58 +0000 2018,0.073,0.773,0.155,JUST IN: The Supreme Court deals a major blow to public-sector unions in a case that could shake their financial st… https://t.co/WesRgtLab3,57,@CNN
257,-0.1027,Wed Jun 27 13:53:38 +0000 2018,0.145,0.773,0.082,The restaurant owner who asked Sarah Sanders to leave has resigned from the top post of a local business group https://t.co/etysLMTrW7,58,@CNN
258,0.1027,Wed Jun 27 13:37:41 +0000 2018,0.0,0.924,0.076,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/U0XVLYP4pB,59,@CNN
259,-0.5106,Wed Jun 27 13:26:12 +0000 2018,0.157,0.786,0.057,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/9OTv5cGPUg",60,@CNN
260,0.7506,Wed Jun 27 13:18:39 +0000 2018,0.0,0.758,0.242,RT @CNNPolitics: Alexandria Ocasio-Cortez will not say if she would support Nancy Pelosi for speaker if she wins in November and Democrats…,61,@CNN
261,0.9322,Wed Jun 27 13:13:57 +0000 2018,0.0,0.589,0.411,"RT @CNNPolitics: ""We won because we organized. We won because I think we had a very clear, winning message and we took that message to door…",62,@CNN
262,0.5859,Wed Jun 27 13:13:49 +0000 2018,0.0,0.774,0.226,New York Democrat Alexandria Ocasio-Cortez discusses her primary night win. Watch live: https://t.co/vhkaPaA3uB https://t.co/lYNj8K8WhK,63,@CNN
263,0.4019,Wed Jun 27 13:00:47 +0000 2018,0.0,0.847,0.153,What Alexandria Ocasio-Cortez's victory says about the Democratic Party and 2020 | Analysis by Harry Enten… https://t.co/pnoOjHEmb3,64,@CNN
264,-0.8442,Wed Jun 27 12:45:06 +0000 2018,0.363,0.637,0.0,"JUST IN: A Pittsburgh-area officer has been charged with criminal homicide in the death of Antwon Rose, an unarmed… https://t.co/rVPbXFSYLP",65,@CNN
265,0.0,Wed Jun 27 12:37:24 +0000 2018,0.0,1.0,0.0,"On the Mexico border, Latino Republicans back President Trump's immigration plans https://t.co/M0cK75CTAv https://t.co/4KaNigqwhb",66,@CNN
266,0.0,Wed Jun 27 12:25:32 +0000 2018,0.0,1.0,0.0,JUST IN: White House decides against outright limits on Chinese investment https://t.co/MqMrx3PyoJ https://t.co/vdhUECfX8v,67,@CNN
267,0.0,Wed Jun 27 12:14:08 +0000 2018,0.0,1.0,0.0,"Mars is often referred to as the Red Planet, but pictures from one of NASA's orbiters showed what appeared to be a… https://t.co/9KBq3JSYch",68,@CNN
268,-0.1779,Wed Jun 27 12:02:17 +0000 2018,0.072,0.928,0.0,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/IBRznGQjVE,69,@CNN
269,0.2732,Wed Jun 27 11:50:59 +0000 2018,0.0,0.89,0.11,"A piece of chewing gum, a bottle of water and new DNA technology may have just solved a teacher's murder… https://t.co/mZz14hTK6f",70,@CNN
270,-0.2263,Wed Jun 27 11:39:58 +0000 2018,0.139,0.861,0.0,"Galvanized by the issue of teachers pay and school funding, Oklahoma teachers marched and protested in the state Ca… https://t.co/hZy59EsrpY",71,@CNN
271,-0.8316,Wed Jun 27 11:29:26 +0000 2018,0.341,0.659,0.0,A fire raging in northern England has prompted the evacuation of dozens of homes and forced firefighters to work in… https://t.co/UUW42Sxcz3,72,@CNN
272,0.34,Wed Jun 27 11:17:04 +0000 2018,0.0,0.87,0.13,US President Donald Trump's national security adviser John Bolton will meet Russian President Vladimir Putin during… https://t.co/jw627xJ1i3,73,@CNN
273,0.6369,Wed Jun 27 11:08:42 +0000 2018,0.0,0.743,0.257,"A British heterosexual couple who objected to the ""patriarchal"" institution of marriage have won a legal claim for… https://t.co/RhJZs9Z514",74,@CNN
274,-0.8176,Wed Jun 27 10:53:01 +0000 2018,0.333,0.667,0.0,"If a progressive war against the Democratic establishment is coming, Tuesday's primaries were the first shots fired https://t.co/SPDWqYPGM5",75,@CNN
275,-0.6124,Wed Jun 27 10:49:50 +0000 2018,0.208,0.792,0.0,US companies operating in China are likely to find themselves in the firing line as the trade fight between Washing… https://t.co/lQSvlqDtS8,76,@CNN
276,0.5423,Wed Jun 27 10:39:04 +0000 2018,0.0,0.8,0.2,Football legend Diego Maradona has reassured fans that he is fine after he was treated by doctors during Argentina'… https://t.co/n9BL7HWXy3,77,@CNN
277,0.6808,Wed Jun 27 10:24:24 +0000 2018,0.0,0.772,0.228,US Secretary Defense James Mattis met with Chinese President Xi Jinping inside the Great Hall of the People in Beij… https://t.co/Cy7Eo2ikbv,78,@CNN
278,0.0,Wed Jun 27 10:05:55 +0000 2018,0.0,1.0,0.0,"She is only ranked 183rd in the world, but Serena Williams has been seeded 25th for next week's Wimbledon Champions… https://t.co/oZGjkfYyca",79,@CNN
279,-0.296,Wed Jun 27 09:55:06 +0000 2018,0.104,0.896,0.0,"Cave rescuers are ""working around the clock"" to try and locate a group of missing teenage soccer players and their… https://t.co/r4GDBZ1hm1",80,@CNN
280,0.0,Wed Jun 27 09:39:16 +0000 2018,0.0,1.0,0.0,"This is the moment Alexandria Ocasio-Cortez, a 28-year-old Latina running her first campaign, discovered she had ou… https://t.co/UaTHY1RP3P",81,@CNN
281,0.6908,Wed Jun 27 09:01:00 +0000 2018,0.0,0.769,0.231,"In Utah, 2012 Republican presidential nominee Mitt Romney won the Senate primary and is now poised to cruise to ele… https://t.co/Ah9X2iQRKq",82,@CNN
282,-0.2732,Wed Jun 27 08:47:22 +0000 2018,0.211,0.643,0.146,What it's like in the 7 countries on Trump's travel ban list https://t.co/h8rOqzGYEd https://t.co/FQy0qLkZVq,83,@CNN
283,-0.6369,Wed Jun 27 08:16:52 +0000 2018,0.234,0.766,0.0,"From the brink of defeat and a humiliating World Cup exit, Argentina survive and live on at Russia 2018… https://t.co/jNDeYp8vWs",84,@CNN
284,0.8126,Wed Jun 27 07:57:06 +0000 2018,0.0,0.697,0.303,Alexandria Ocasio-Cortez's win on Tuesday caps off a remarkable ascent -- which will likely make her the youngest p… https://t.co/QNWF6Wa0W7,85,@CNN
285,-0.1779,Wed Jun 27 07:41:07 +0000 2018,0.072,0.928,0.0,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/CW3exdNZ4W,86,@CNN
286,-0.2023,Wed Jun 27 07:32:57 +0000 2018,0.141,0.859,0.0,Trump plots controversial Putin meeting and leaves NATO allies guessing https://t.co/f7d4Kag4nD https://t.co/mOC6nzJyz4,87,@CNN
287,-0.5423,Wed Jun 27 07:30:11 +0000 2018,0.226,0.774,0.0,"Blast at Texas hospital campus kills at least 1, injures others https://t.co/7K1fKPrQ1O https://t.co/uwjXiSzMNJ",88,@CNN
288,0.0258,Wed Jun 27 07:16:06 +0000 2018,0.166,0.663,0.171,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/BqNqIN4po3,89,@CNN
